rainfall_mm,temperature_c,wind_kmh,aqi,historical_risk,risk_score
77.39560485559633,44.87663423609358,45.54763784417377,436.82936599094563,0.5144525563197545,0.8613884674732439
43.88784397520523,37.82287960853563,11.885798957022997,123.02849024341272,0.3829071372028646,0.5403761151742597
85.85979199113825,27.345642415811476,56.917342673877634,244.48203714999138,0.1600446643104162,0.6456267911005209
69.73680290593639,42.37025001980899,15.642882803336523,14.858606678216645,0.892777588828719,0.5399574316597601
9.417734788764953,22.53442687031216,6.095833389785598,4.440096633224422,0.23981898138003876,0.15747148162342026
97.5622351636756,43.23253503346349,49.86678334288609,352.72661046973224,0.30424677998083505,0.7531475324954198
76.1139701990353,37.69955666729041,65.5373450046628,59.14681123280035,0.2887326099956942,0.5873200050792226
78.60643052769538,23.322509551892047,85.4147306406393,273.9041185554088,0.8263531253485625,0.7575360404458364
12.811363267554587,22.385166892771107,78.28355539543035,348.00374110500996,0.7109507141788244,0.4946375201516527
45.038593789556714,42.52509000309388,85.72405127565482,16.11729311481963,0.46586383955146926,0.645864939579121
37.07980242325812,28.788077195115115,76.00687708208905,224.370699572841,0.8643384271614873,0.6454196085678056
92.67649888486018,46.6790555230164,70.32393969061394,342.07596849291986,0.1422267046291534,0.8671980424277457
64.38651200806646,42.86219063090528,1.0137569140699632,444.865493927425,0.8149363049773217,0.7137530444187826
82.276161327083,40.94570734153148,62.61023118092105,149.61505030082822,0.14834186855052733,0.6560255861123452
44.34141988273311,28.358181579003528,12.04818041391177,487.1082648421651,0.41290455674765103,0.5511846837347605
22.723872178477688,41.26833557064854,5.8667132332541065,422.2707498298487,0.14320390270119177,0.4619932428011377
55.45847870158348,48.44443053544502,15.64121521056554,325.31753604092717,0.8991751934061483,0.8449410049203367
6.381725610417533,22.746795031117067,82.32921614417502,195.9627536230656,0.8315116020004814,0.46379420041782515
82.7631171992582,29.784879260106983,74.38493931000214,355.5551880997493,0.567839164196985,0.7384740221918903
63.166439912206485,27.040167963847825,94.87724052052123,408.0966345351767,0.2742756591985964,0.6636596161839402
75.80877400853738,31.79750403202,97.89762586504105,151.64993744327865,0.3214221801579754,0.6750949224309403
35.45259681298683,42.26997964561839,89.32839863739821,496.41503245351464,0.45963469284569625,0.7545424901378366
97.06980243949033,34.2272774427616,13.292605097699916,454.3096848773195,0.35822414599387664,0.6068157361209734
89.31211213221977,37.12191818360739,87.83827409249804,242.75072017146132,0.11705112434795258,0.6887147073247019
77.83834970737618,29.424646642350268,83.86371347886453,361.4149578876976,0.6250048064937077,0.7340927109676642
19.463870785196757,24.238678012613015,87.10858598596974,262.0044473093909,0.590742323274641,0.57813240227603
